state,race,gender,age_bin,year,population
AL,Native American/Alaskan,Male,35-54,2017,7065
AL,Native American/Alaskan,Male,35-54,2018,7053
AL,Native American/Alaskan,Male,35-54,2019,6996
AL,Native American/Alaskan,Male,35-54,2020,6926
AL,Native American/Alaskan,Male,55-84,2010,5833
AL,Native American/Alaskan,Male,55-84,2011,6158
AL,Native American/Alaskan,Male,55-84,2012,6490
AL,Native American/Alaskan,Male,55-84,2013,6815
AL,Native American/Alaskan,Male,55-84,2014,7108
AL,Native American/Alaskan,Male,55-84,2015,7461
AL,Native American/Alaskan,Male,55-84,2016,7793
AL,Native American/Alaskan,Male,55-84,2017,8107
AL,Native American/Alaskan,Male,55-84,2018,8352
AL,Native American/Alaskan,Male,55-84,2019,8583
AL,Native American/Alaskan,Male,55-84,2020,8777
AL,Native American/Alaskan,Male,85+,2010,148
AL,Native American/Alaskan,Male,85+,2011,164
AL,Native American/Alaskan,Male,85+,2012,193
AL,Native American/Alaskan,Male,85+,2013,209
AL,Native American/Alaskan,Male,85+,2014,233
AL,Native American/Alaskan,Male,85+,2015,250
AL,Native American/Alaskan,Male,85+,2016,263
AL,Native American/Alaskan,Male,85+,2017,302
AL,Native American/Alaskan,Male,85+,2018,334
AL,Native American/Alaskan,Male,85+,2019,358
AL,Native American/Alaskan,Male,85+,2020,375
AL,Native American/Alaskan,Female,0-14,2010,5146
AL,Native American/Alaskan,Female,0-14,2011,5062
AL,Native American/Alaskan,Female,0-14,2012,5021
AL,Native American/Alaskan,Female,0-14,2013,4933
AL,Native American/Alaskan,Female,0-14,2014,4835
AL,Native American/Alaskan,Female,0-14,2015,4743
AL,Native American/Alaskan,Female,0-14,2016,4624
AL,Native American/Alaskan,Female,0-14,2017,4564
AL,Native American/Alaskan,Female,0-14,2018,4536
AL,Native American/Alaskan,Female,0-14,2019,4575
AL,Native American/Alaskan,Female,0-14,2020,4627
AL,Native American/Alaskan,Female,15-24,2010,3751
AL,Native American/Alaskan,Female,15-24,2011,3772
AL,Native American/Alaskan,Female,15-24,2012,3825
AL,Native American/Alaskan,Female,15-24,2013,3925
AL,Native American/Alaskan,Female,15-24,2014,3972
AL,Native American/Alaskan,Female,15-24,2015,3986
AL,Native American/Alaskan,Female,15-24,2016,3998
AL,Native American/Alaskan,Female,15-24,2017,3948
AL,Native American/Alaskan,Female,15-24,2018,3845
AL,Native American/Alaskan,Female,15-24,2019,3819
AL,Native American/Alaskan,Female,15-24,2020,3841
AL,Native American/Alaskan,Female,25-34,2010,3301
AL,Native American/Alaskan,Female,25-34,2011,3345
AL,Native American/Alaskan,Female,25-34,2012,3362
AL,Native American/Alaskan,Female,25-34,2013,3378
AL,Native American/Alaskan,Female,25-34,2014,3439
AL,Native American/Alaskan,Female,25-34,2015,3445
AL,Native American/Alaskan,Female,25-34,2016,3484
AL,Native American/Alaskan,Female,25-34,2017,3573
AL,Native American/Alaskan,Female,25-34,2018,3640
AL,Native American/Alaskan,Female,25-34,2019,3702
AL,Native American/Alaskan,Female,25-34,2020,3712
AL,Native American/Alaskan,Female,35-54,2010,8341
AL,Native American/Alaskan,Female,35-54,2011,8239
AL,Native American/Alaskan,Female,35-54,2012,8141
AL,Native American/Alaskan,Female,35-54,2013,8014
AL,Native American/Alaskan,Female,35-54,2014,7915
AL,Native American/Alaskan,Female,35-54,2015,7830
AL,Native American/Alaskan,Female,35-54,2016,7692
AL,Native American/Alaskan,Female,35-54,2017,7584
AL,Native American/Alaskan,Female,35-54,2018,7489
AL,Native American/Alaskan,Female,35-54,2019,7429
AL,Native American/Alaskan,Female,35-54,2020,7415
AL,Native American/Alaskan,Female,55-84,2010,6336
AL,Native American/Alaskan,Female,55-84,2011,6660
AL,Native American/Alaskan,Female,55-84,2012,7033
AL,Native American/Alaskan,Female,55-84,2013,7380
AL,Native American/Alaskan,Female,55-84,2014,7713
AL,Native American/Alaskan,Female,55-84,2015,8085
AL,Native American/Alaskan,Female,55-84,2016,8435
AL,Native American/Alaskan,Female,55-84,2017,8735
AL,Native American/Alaskan,Female,55-84,2018,9056
AL,Native American/Alaskan,Female,55-84,2019,9392
AL,Native American/Alaskan,Female,55-84,2020,9662
AL,Native American/Alaskan,Female,85+,2010,318
AL,Native American/Alaskan,Female,85+,2011,349
AL,Native American/Alaskan,Female,85+,2012,385
AL,Native American/Alaskan,Female,85+,2013,419
AL,Native American/Alaskan,Female,85+,2014,457
AL,Native American/Alaskan,Female,85+,2015,483
AL,Native American/Alaskan,Female,85+,2016,516
AL,Native American/Alaskan,Female,85+,2017,551
AL,Native American/Alaskan,Female,85+,2018,577
AL,Native American/Alaskan,Female,85+,2019,597
AL,Native American/Alaskan,Female,85+,2020,645
AK,African-American/Black,Male,0-14,2010,4951
AK,African-American/Black,Male,0-14,2011,5077
AK,African-American/Black,Male,0-14,2012,5034
AK,African-American/Black,Male,0-14,2013,5174
AK,African-American/Black,Male,0-14,2014,5089
AK,African-American/Black,Male,0-14,2015,5024
AK,African-American/Black,Male,0-14,2016,5044
AK,African-American/Black,Male,0-14,2017,5072
AK,African-American/Black,Male,0-14,2018,5045
AK,African-American/Black,Male,0-14,2019,4951
AK,African-American/Black,Male,0-14,2020,4957
AK,African-American/Black,Male,15-24,2010,3137
AK,African-American/Black,Male,15-24,2011,3275
AK,African-American/Black,Male,15-24,2012,3588
AK,African-American/Black,Male,15-24,2013,3813
AK,African-American/Black,Male,15-24,2014,3866
AK,African-American/Black,Male,15-24,2015,3934
AK,African-American/Black,Male,15-24,2016,3925
AK,African-American/Black,Male,15-24,2017,3799
AK,African-American/Black,Male,15-24,2018,3741
AK,African-American/Black,Male,15-24,2019,3676
AK,African-American/Black,Male,15-24,2020,3636
AK,African-American/Black,Male,25-34,2010,2735
AK,African-American/Black,Male,25-34,2011,2854
AK,African-American/Black,Male,25-34,2012,3075
AK,African-American/Black,Male,25-34,2013,3256
AK,African-American/Black,Male,25-34,2014,3279
AK,African-American/Black,Male,25-34,2015,3297
AK,African-American/Black,Male,25-34,2016,3443
AK,African-American/Black,Male,25-34,2017,3583
AK,African-American/Black,Male,25-34,2018,3619
AK,African-American/Black,Male,25-34,2019,3632
AK,African-American/Black,Male,25-34,2020,3633
AK,African-American/Black,Male,35-54,2010,4120
AK,African-American/Black,Male,35-54,2011,4188
AK,African-American/Black,Male,35-54,2012,4316
AK,African-American/Black,Male,35-54,2013,4241
AK,African-American/Black,Male,35-54,2014,4208
AK,African-American/Black,Male,35-54,2015,4200
AK,African-American/Black,Male,35-54,2016,4269
AK,African-American/Black,Male,35-54,2017,4252
AK,African-American/Black,Male,35-54,2018,4231
AK,African-American/Black,Male,35-54,2019,4223
AK,African-American/Black,Male,35-54,2020,4223
AK,African-American/Black,Male,55-84,2010,1759
AK,African-American/Black,Male,55-84,2011,1850
AK,African-American/Black,Male,55-84,2012,2012
AK,African-American/Black,Male,55-84,2013,2117
AK,African-American/Black,Male,55-84,2014,2188
AK,African-American/Black,Male,55-84,2015,2269
AK,African-American/Black,Male,55-84,2016,2370
AK,African-American/Black,Male,55-84,2017,2437
AK,African-American/Black,Male,55-84,2018,2524
AK,African-American/Black,Male,55-84,2019,2592
AK,African-American/Black,Male,55-84,2020,2624
AK,African-American/Black,Male,85+,2010,35
AK,African-American/Black,Male,85+,2011,39
AK,African-American/Black,Male,85+,2012,42
AK,African-American/Black,Male,85+,2013,43
AK,African-American/Black,Male,85+,2014,44
AK,African-American/Black,Male,85+,2015,49
AK,African-American/Black,Male,85+,2016,52
AK,African-American/Black,Male,85+,2017,55
AK,African-American/Black,Male,85+,2018,56
AK,African-American/Black,Male,85+,2019,53
AK,African-American/Black,Male,85+,2020,51
AK,African-American/Black,Female,0-14,2010,4808
AK,African-American/Black,Female,0-14,2011,4910
AK,African-American/Black,Female,0-14,2012,4892
AK,African-American/Black,Female,0-14,2013,5011
AK,African-American/Black,Female,0-14,2014,4914
AK,African-American/Black,Female,0-14,2015,4879
AK,African-American/Black,Female,0-14,2016,5040
AK,African-American/Black,Female,0-14,2017,5133
AK,African-American/Black,Female,0-14,2018,5141
AK,African-American/Black,Female,0-14,2019,5019
AK,African-American/Black,Female,0-14,2020,4949
AK,African-American/Black,Female,15-24,2010,2507
AK,African-American/Black,Female,15-24,2011,2578
AK,African-American/Black,Female,15-24,2012,2726
AK,African-American/Black,Female,15-24,2013,2841
AK,African-American/Black,Female,15-24,2014,2780
AK,African-American/Black,Female,15-24,2015,2804
AK,African-American/Black,Female,15-24,2016,2855
AK,African-American/Black,Female,15-24,2017,2847
AK,African-American/Black,Female,15-24,2018,2831
AK,African-American/Black,Female,15-24,2019,2796
AK,African-American/Black,Female,15-24,2020,2758
AK,African-American/Black,Female,25-34,2010,2038
AK,African-American/Black,Female,25-34,2011,2123
AK,African-American/Black,Female,25-34,2012,2189
AK,African-American/Black,Female,25-34,2013,2288
AK,African-American/Black,Female,25-34,2014,2362
AK,African-American/Black,Female,25-34,2015,2361
AK,African-American/Black,Female,25-34,2016,2431
AK,African-American/Black,Female,25-34,2017,2504
AK,African-American/Black,Female,25-34,2018,2495
AK,African-American/Black,Female,25-34,2019,2554
AK,African-American/Black,Female,25-34,2020,2496
AK,African-American/Black,Female,35-54,2010,3048
AK,African-American/Black,Female,35-54,2011,3036
AK,African-American/Black,Female,35-54,2012,3095
AK,African-American/Black,Female,35-54,2013,2999
AK,African-American/Black,Female,35-54,2014,2923
AK,African-American/Black,Female,35-54,2015,2919
AK,African-American/Black,Female,35-54,2016,3007
AK,African-American/Black,Female,35-54,2017,3064
AK,African-American/Black,Female,35-54,2018,3020
AK,African-American/Black,Female,35-54,2019,2970
AK,African-American/Black,Female,35-54,2020,2965
AK,African-American/Black,Female,55-84,2010,1602
AK,African-American/Black,Female,55-84,2011,1718
AK,African-American/Black,Female,55-84,2012,1856
AK,African-American/Black,Female,55-84,2013,1898
AK,African-American/Black,Female,55-84,2014,1954
AK,African-American/Black,Female,55-84,2015,1981
AK,African-American/Black,Female,55-84,2016,2061
AK,African-American/Black,Female,55-84,2017,2152
AK,African-American/Black,Female,55-84,2018,2217
AK,African-American/Black,Female,55-84,2019,2288
AK,African-American/Black,Female,55-84,2020,2301
AK,African-American/Black,Female,85+,2010,64
AK,African-American/Black,Female,85+,2011,63
AK,African-American/Black,Female,85+,2012,69
AK,African-American/Black,Female,85+,2013,69
AK,African-American/Black,Female,85+,2014,78
AK,African-American/Black,Female,85+,2015,78
AK,African-American/Black,Female,85+,2016,77
AK,African-American/Black,Female,85+,2017,80
AK,African-American/Black,Female,85+,2018,91
AK,African-American/Black,Female,85+,2019,92
AK,African-American/Black,Female,85+,2020,104
AK,Asian/Pacific Islander,Male,0-14,2010,8702
AK,Asian/Pacific Islander,Male,0-14,2011,8996
AK,Asian/Pacific Islander,Male,0-14,2012,9267
AK,Asian/Pacific Islander,Male,0-14,2013,9594
AK,Asian/Pacific Islander,Male,0-14,2014,9622
AK,Asian/Pacific Islander,Male,0-14,2015,9777
AK,Asian/Pacific Islander,Male,0-14,2016,10066
AK,Asian/Pacific Islander,Male,0-14,2017,10304
AK,Asian/Pacific Islander,Male,0-14,2018,10253
AK,Asian/Pacific Islander,Male,0-14,2019,10254
AK,Asian/Pacific Islander,Male,0-14,2020,10190
AK,Asian/Pacific Islander,Male,15-24,2010,5200
AK,Asian/Pacific Islander,Male,15-24,2011,5407
AK,Asian/Pacific Islander,Male,15-24,2012,5637
AK,Asian/Pacific Islander,Male,15-24,2013,5989
AK,Asian/Pacific Islander,Male,15-24,2014,6130
AK,Asian/Pacific Islander,Male,15-24,2015,6235
AK,Asian/Pacific Islander,Male,15-24,2016,6335
AK,Asian/Pacific Islander,Male,15-24,2017,6415
AK,Asian/Pacific Islander,Male,15-24,2018,6265
AK,Asian/Pacific Islander,Male,15-24,2019,6218
AK,Asian/Pacific Islander,Male,15-24,2020,6198
AK,Asian/Pacific Islander,Male,25-34,2010,4115
AK,Asian/Pacific Islander,Male,25-34,2011,4366
AK,Asian/Pacific Islander,Male,25-34,2012,4597
AK,Asian/Pacific Islander,Male,25-34,2013,4870
AK,Asian/Pacific Islander,Male,25-34,2014,5099
AK,Asian/Pacific Islander,Male,25-34,2015,5386
AK,Asian/Pacific Islander,Male,25-34,2016,5803
AK,Asian/Pacific Islander,Male,25-34,2017,6149
AK,Asian/Pacific Islander,Male,25-34,2018,6274
AK,Asian/Pacific Islander,Male,25-34,2019,6456
AK,Asian/Pacific Islander,Male,25-34,2020,6526
AK,Asian/Pacific Islander,Male,35-54,2010,7161
AK,Asian/Pacific Islander,Male,35-54,2011,7384
AK,Asian/Pacific Islander,Male,35-54,2012,7637
AK,Asian/Pacific Islander,Male,35-54,2013,7815
AK,Asian/Pacific Islander,Male,35-54,2014,7852
AK,Asian/Pacific Islander,Male,35-54,2015,7894
AK,Asian/Pacific Islander,Male,35-54,2016,8070
AK,Asian/Pacific Islander,Male,35-54,2017,8193
AK,Asian/Pacific Islander,Male,35-54,2018,8227
AK,Asian/Pacific Islander,Male,35-54,2019,8338
AK,Asian/Pacific Islander,Male,35-54,2020,8464
AK,Asian/Pacific Islander,Male,55-84,2010,3655
AK,Asian/Pacific Islander,Male,55-84,2011,3912
AK,Asian/Pacific Islander,Male,55-84,2012,4195
AK,Asian/Pacific Islander,Male,55-84,2013,4475
AK,Asian/Pacific Islander,Male,55-84,2014,4684
AK,Asian/Pacific Islander,Male,55-84,2015,4918
AK,Asian/Pacific Islander,Male,55-84,2016,5201
AK,Asian/Pacific Islander,Male,55-84,2017,5540
AK,Asian/Pacific Islander,Male,55-84,2018,5721
AK,Asian/Pacific Islander,Male,55-84,2019,5958
AK,Asian/Pacific Islander,Male,55-84,2020,6173
AK,Asian/Pacific Islander,Male,85+,2010,79
AK,Asian/Pacific Islander,Male,85+,2011,92
AK,Asian/Pacific Islander,Male,85+,2012,98
AK,Asian/Pacific Islander,Male,85+,2013,102
AK,Asian/Pacific Islander,Male,85+,2014,122
AK,Asian/Pacific Islander,Male,85+,2015,134
AK,Asian/Pacific Islander,Male,85+,2016,139
AK,Asian/Pacific Islander,Male,85+,2017,134
AK,Asian/Pacific Islander,Male,85+,2018,142
AK,Asian/Pacific Islander,Male,85+,2019,164
AK,Asian/Pacific Islander,Male,85+,2020,177
AK,Asian/Pacific Islander,Female,0-14,2010,8308
AK,Asian/Pacific Islander,Female,0-14,2011,8570
AK,Asian/Pacific Islander,Female,0-14,2012,8830
AK,Asian/Pacific Islander,Female,0-14,2013,9147
AK,Asian/Pacific Islander,Female,0-14,2014,9193
AK,Asian/Pacific Islander,Female,0-14,2015,9257
AK,Asian/Pacific Islander,Female,0-14,2016,9495
AK,Asian/Pacific Islander,Female,0-14,2017,9754
AK,Asian/Pacific Islander,Female,0-14,2018,9600
AK,Asian/Pacific Islander,Female,0-14,2019,9579
AK,Asian/Pacific Islander,Female,0-14,2020,9496
AK,Asian/Pacific Islander,Female,15-24,2010,4849
AK,Asian/Pacific Islander,Female,15-24,2011,4943
AK,Asian/Pacific Islander,Female,15-24,2012,5108
AK,Asian/Pacific Islander,Female,15-24,2013,5246
AK,Asian/Pacific Islander,Female,15-24,2014,5289
AK,Asian/Pacific Islander,Female,15-24,2015,5372
AK,Asian/Pacific Islander,Female,15-24,2016,5429
AK,Asian/Pacific Islander,Female,15-24,2017,5423
AK,Asian/Pacific Islander,Female,15-24,2018,5407
AK,Asian/Pacific Islander,Female,15-24,2019,5392
AK,Asian/Pacific Islander,Female,15-24,2020,5405
AK,Asian/Pacific Islander,Female,25-34,2010,4409
AK,Asian/Pacific Islander,Female,25-34,2011,4704
AK,Asian/Pacific Islander,Female,25-34,2012,4916
AK,Asian/Pacific Islander,Female,25-34,2013,5260
AK,Asian/Pacific Islander,Female,25-34,2014,5383
AK,Asian/Pacific Islander,Female,25-34,2015,5647
AK,Asian/Pacific Islander,Female,25-34,2016,6057
AK,Asian/Pacific Islander,Female,25-34,2017,6353
AK,Asian/Pacific Islander,Female,25-34,2018,6335
AK,Asian/Pacific Islander,Female,25-34,2019,6396
AK,Asian/Pacific Islander,Female,25-34,2020,6316
AK,Asian/Pacific Islander,Female,35-54,2010,8319
AK,Asian/Pacific Islander,Female,35-54,2011,8496
AK,Asian/Pacific Islander,Female,35-54,2012,8757
AK,Asian/Pacific Islander,Female,35-54,2013,8999
AK,Asian/Pacific Islander,Female,35-54,2014,9092
AK,Asian/Pacific Islander,Female,35-54,2015,9294
AK,Asian/Pacific Islander,Female,35-54,2016,9560
AK,Asian/Pacific Islander,Female,35-54,2017,9900
AK,Asian/Pacific Islander,Female,35-54,2018,10000
AK,Asian/Pacific Islander,Female,35-54,2019,10096
AK,Asian/Pacific Islander,Female,35-54,2020,10271
AK,Asian/Pacific Islander,Female,55-84,2010,4908
AK,Asian/Pacific Islander,Female,55-84,2011,5193
AK,Asian/Pacific Islander,Female,55-84,2012,5527
AK,Asian/Pacific Islander,Female,55-84,2013,5803
AK,Asian/Pacific Islander,Female,55-84,2014,6041
AK,Asian/Pacific Islander,Female,55-84,2015,6302
AK,Asian/Pacific Islander,Female,55-84,2016,6617
AK,Asian/Pacific Islander,Female,55-84,2017,6933
AK,Asian/Pacific Islander,Female,55-84,2018,7125
AK,Asian/Pacific Islander,Female,55-84,2019,7429
AK,Asian/Pacific Islander,Female,55-84,2020,7713
AK,Asian/Pacific Islander,Female,85+,2010,165
AK,Asian/Pacific Islander,Female,85+,2011,181
AK,Asian/Pacific Islander,Female,85+,2012,219
AK,Asian/Pacific Islander,Female,85+,2013,248
AK,Asian/Pacific Islander,Female,85+,2014,276
AK,Asian/Pacific Islander,Female,85+,2015,319
AK,Asian/Pacific Islander,Female,85+,2016,343
AK,Asian/Pacific Islander,Female,85+,2017,362
AK,Asian/Pacific Islander,Female,85+,2018,420
AK,Asian/Pacific Islander,Female,85+,2019,446
AK,Asian/Pacific Islander,Female,85+,2020,458
AK,European-American/White,Male,0-14,2010,50768
AK,European-American/White,Male,0-14,2011,50787
AK,European-American/White,Male,0-14,2012,50225
AK,European-American/White,Male,0-14,2013,49849
AK,European-American/White,Male,0-14,2014,49316
AK,European-American/White,Male,0-14,2015,48782
AK,European-American/White,Male,0-14,2016,48662
AK,European-American/White,Male,0-14,2017,47698
AK,European-American/White,Male,0-14,2018,46952
AK,European-American/White,Male,0-14,2019,46269
AK,European-American/White,Male,0-14,2020,45759
AK,European-American/White,Male,15-24,2010,36816
AK,European-American/White,Male,15-24,2011,36475
AK,European-American/White,Male,15-24,2012,36837
AK,European-American/White,Male,15-24,2013,37540
AK,European-American/White,Male,15-24,2014,36924
AK,European-American/White,Male,15-24,2015,36351
AK,European-American/White,Male,15-24,2016,35218
AK,European-American/White,Male,15-24,2017,33941
AK,European-American/White,Male,15-24,2018,32818
AK,European-American/White,Male,15-24,2019,32171
AK,European-American/White,Male,15-24,2020,31670
AK,European-American/White,Male,25-34,2010,38583
AK,European-American/White,Male,25-34,2011,39338
AK,European-American/White,Male,25-34,2012,40325
AK,European-American/White,Male,25-34,2013,41368
AK,European-American/White,Male,25-34,2014,41730
