state,race,gender,age_bin,year,population
NH,European-American/White,Female,25-34,2019,73465
NH,European-American/White,Female,25-34,2020,74041
NH,European-American/White,Female,35-54,2010,192089
NH,European-American/White,Female,35-54,2011,187628
NH,European-American/White,Female,35-54,2012,182986
NH,European-American/White,Female,35-54,2013,177994
NH,European-American/White,Female,35-54,2014,173343
NH,European-American/White,Female,35-54,2015,168823
NH,European-American/White,Female,35-54,2016,164718
NH,European-American/White,Female,35-54,2017,161122
NH,European-American/White,Female,35-54,2018,157806
NH,European-American/White,Female,35-54,2019,154764
NH,European-American/White,Female,35-54,2020,152452
NH,European-American/White,Female,55-84,2010,169034
NH,European-American/White,Female,55-84,2011,173887
NH,European-American/White,Female,55-84,2012,179647
NH,European-American/White,Female,55-84,2013,184963
NH,European-American/White,Female,55-84,2014,191041
NH,European-American/White,Female,55-84,2015,196197
NH,European-American/White,Female,55-84,2016,201669
NH,European-American/White,Female,55-84,2017,207206
NH,European-American/White,Female,55-84,2018,212510
NH,European-American/White,Female,55-84,2019,217718
NH,European-American/White,Female,55-84,2020,222424
NH,European-American/White,Female,85+,2010,16686
NH,European-American/White,Female,85+,2011,17235
NH,European-American/White,Female,85+,2012,17818
NH,European-American/White,Female,85+,2013,18153
NH,European-American/White,Female,85+,2014,18624
NH,European-American/White,Female,85+,2015,18712
NH,European-American/White,Female,85+,2016,18978
NH,European-American/White,Female,85+,2017,19092
NH,European-American/White,Female,85+,2018,19118
NH,European-American/White,Female,85+,2019,19074
NH,European-American/White,Female,85+,2020,19187
NH,Hispanic/Latino,Male,0-14,2010,6268
NH,Hispanic/Latino,Male,0-14,2011,6408
NH,Hispanic/Latino,Male,0-14,2012,6514
NH,Hispanic/Latino,Male,0-14,2013,6582
NH,Hispanic/Latino,Male,0-14,2014,6756
NH,Hispanic/Latino,Male,0-14,2015,6992
NH,Hispanic/Latino,Male,0-14,2016,7364
NH,Hispanic/Latino,Male,0-14,2017,7642
NH,Hispanic/Latino,Male,0-14,2018,7846
NH,Hispanic/Latino,Male,0-14,2019,8097
NH,Hispanic/Latino,Male,0-14,2020,8333
NH,Hispanic/Latino,Male,15-24,2010,3846
NH,Hispanic/Latino,Male,15-24,2011,4118
NH,Hispanic/Latino,Male,15-24,2012,4427
NH,Hispanic/Latino,Male,15-24,2013,4526
NH,Hispanic/Latino,Male,15-24,2014,4689
NH,Hispanic/Latino,Male,15-24,2015,4867
NH,Hispanic/Latino,Male,15-24,2016,5008
NH,Hispanic/Latino,Male,15-24,2017,5122
NH,Hispanic/Latino,Male,15-24,2018,5339
NH,Hispanic/Latino,Male,15-24,2019,5446
NH,Hispanic/Latino,Male,15-24,2020,5498
NH,Hispanic/Latino,Male,25-34,2010,3223
NH,Hispanic/Latino,Male,25-34,2011,3428
NH,Hispanic/Latino,Male,25-34,2012,3592
NH,Hispanic/Latino,Male,25-34,2013,3912
NH,Hispanic/Latino,Male,25-34,2014,4056
NH,Hispanic/Latino,Male,25-34,2015,4239
NH,Hispanic/Latino,Male,25-34,2016,4584
NH,Hispanic/Latino,Male,25-34,2017,4999
NH,Hispanic/Latino,Male,25-34,2018,5304
NH,Hispanic/Latino,Male,25-34,2019,5564
NH,Hispanic/Latino,Male,25-34,2020,5804
NH,Hispanic/Latino,Male,35-54,2010,4579
NH,Hispanic/Latino,Male,35-54,2011,4824
NH,Hispanic/Latino,Male,35-54,2012,5082
NH,Hispanic/Latino,Male,35-54,2013,5297
NH,Hispanic/Latino,Male,35-54,2014,5639
NH,Hispanic/Latino,Male,35-54,2015,5979
NH,Hispanic/Latino,Male,35-54,2016,6313
NH,Hispanic/Latino,Male,35-54,2017,6846
NH,Hispanic/Latino,Male,35-54,2018,7333
NH,Hispanic/Latino,Male,35-54,2019,7799
NH,Hispanic/Latino,Male,35-54,2020,8348
NH,Hispanic/Latino,Male,55-84,2010,1525
NH,Hispanic/Latino,Male,55-84,2011,1635
NH,Hispanic/Latino,Male,55-84,2012,1789
NH,Hispanic/Latino,Male,55-84,2013,1924
NH,Hispanic/Latino,Male,55-84,2014,2052
NH,Hispanic/Latino,Male,55-84,2015,2227
NH,Hispanic/Latino,Male,55-84,2016,2412
NH,Hispanic/Latino,Male,55-84,2017,2585
NH,Hispanic/Latino,Male,55-84,2018,2826
NH,Hispanic/Latino,Male,55-84,2019,3043
NH,Hispanic/Latino,Male,55-84,2020,3276
NH,Hispanic/Latino,Male,85+,2010,53
NH,Hispanic/Latino,Male,85+,2011,56
NH,Hispanic/Latino,Male,85+,2012,76
NH,Hispanic/Latino,Male,85+,2013,105
NH,Hispanic/Latino,Male,85+,2014,127
NH,Hispanic/Latino,Male,85+,2015,140
NH,Hispanic/Latino,Male,85+,2016,155
NH,Hispanic/Latino,Male,85+,2017,164
NH,Hispanic/Latino,Male,85+,2018,179
NH,Hispanic/Latino,Male,85+,2019,186
NH,Hispanic/Latino,Male,85+,2020,193
NH,Hispanic/Latino,Female,0-14,2010,6192
NH,Hispanic/Latino,Female,0-14,2011,6320
NH,Hispanic/Latino,Female,0-14,2012,6435
NH,Hispanic/Latino,Female,0-14,2013,6487
NH,Hispanic/Latino,Female,0-14,2014,6658
NH,Hispanic/Latino,Female,0-14,2015,6751
NH,Hispanic/Latino,Female,0-14,2016,6947
NH,Hispanic/Latino,Female,0-14,2017,7182
NH,Hispanic/Latino,Female,0-14,2018,7330
NH,Hispanic/Latino,Female,0-14,2019,7468
NH,Hispanic/Latino,Female,0-14,2020,7651
NH,Hispanic/Latino,Female,15-24,2010,3611
NH,Hispanic/Latino,Female,15-24,2011,3811
NH,Hispanic/Latino,Female,15-24,2012,4011
NH,Hispanic/Latino,Female,15-24,2013,4156
NH,Hispanic/Latino,Female,15-24,2014,4321
NH,Hispanic/Latino,Female,15-24,2015,4462
NH,Hispanic/Latino,Female,15-24,2016,4588
NH,Hispanic/Latino,Female,15-24,2017,4603
NH,Hispanic/Latino,Female,15-24,2018,4642
NH,Hispanic/Latino,Female,15-24,2019,4730
NH,Hispanic/Latino,Female,15-24,2020,4883
NH,Hispanic/Latino,Female,25-34,2010,2813
NH,Hispanic/Latino,Female,25-34,2011,2896
NH,Hispanic/Latino,Female,25-34,2012,3087
NH,Hispanic/Latino,Female,25-34,2013,3256
NH,Hispanic/Latino,Female,25-34,2014,3437
NH,Hispanic/Latino,Female,25-34,2015,3695
NH,Hispanic/Latino,Female,25-34,2016,3985
NH,Hispanic/Latino,Female,25-34,2017,4354
NH,Hispanic/Latino,Female,25-34,2018,4586
NH,Hispanic/Latino,Female,25-34,2019,4886
NH,Hispanic/Latino,Female,25-34,2020,5069
NH,Hispanic/Latino,Female,35-54,2010,4853
NH,Hispanic/Latino,Female,35-54,2011,5057
NH,Hispanic/Latino,Female,35-54,2012,5196
NH,Hispanic/Latino,Female,35-54,2013,5364
NH,Hispanic/Latino,Female,35-54,2014,5553
NH,Hispanic/Latino,Female,35-54,2015,5850
NH,Hispanic/Latino,Female,35-54,2016,6142
NH,Hispanic/Latino,Female,35-54,2017,6514
NH,Hispanic/Latino,Female,35-54,2018,6819
NH,Hispanic/Latino,Female,35-54,2019,7078
NH,Hispanic/Latino,Female,35-54,2020,7436
NH,Hispanic/Latino,Female,55-84,2010,1875
NH,Hispanic/Latino,Female,55-84,2011,2037
NH,Hispanic/Latino,Female,55-84,2012,2210
NH,Hispanic/Latino,Female,55-84,2013,2371
NH,Hispanic/Latino,Female,55-84,2014,2524
NH,Hispanic/Latino,Female,55-84,2015,2695
NH,Hispanic/Latino,Female,55-84,2016,2890
NH,Hispanic/Latino,Female,55-84,2017,3072
NH,Hispanic/Latino,Female,55-84,2018,3268
NH,Hispanic/Latino,Female,55-84,2019,3519
NH,Hispanic/Latino,Female,55-84,2020,3788
NH,Hispanic/Latino,Female,85+,2010,86
NH,Hispanic/Latino,Female,85+,2011,97
NH,Hispanic/Latino,Female,85+,2012,105
NH,Hispanic/Latino,Female,85+,2013,125
NH,Hispanic/Latino,Female,85+,2014,137
NH,Hispanic/Latino,Female,85+,2015,138
NH,Hispanic/Latino,Female,85+,2016,154
NH,Hispanic/Latino,Female,85+,2017,170
NH,Hispanic/Latino,Female,85+,2018,197
NH,Hispanic/Latino,Female,85+,2019,214
NH,Hispanic/Latino,Female,85+,2020,228
NH,Native American/Alaskan,Male,0-14,2010,1031
NH,Native American/Alaskan,Male,0-14,2011,1005
NH,Native American/Alaskan,Male,0-14,2012,980
NH,Native American/Alaskan,Male,0-14,2013,951
NH,Native American/Alaskan,Male,0-14,2014,931
NH,Native American/Alaskan,Male,0-14,2015,923
NH,Native American/Alaskan,Male,0-14,2016,906
NH,Native American/Alaskan,Male,0-14,2017,900
NH,Native American/Alaskan,Male,0-14,2018,887
NH,Native American/Alaskan,Male,0-14,2019,865
NH,Native American/Alaskan,Male,0-14,2020,866
NH,Native American/Alaskan,Male,15-24,2010,707
NH,Native American/Alaskan,Male,15-24,2011,711
NH,Native American/Alaskan,Male,15-24,2012,732
NH,Native American/Alaskan,Male,15-24,2013,754
NH,Native American/Alaskan,Male,15-24,2014,772
NH,Native American/Alaskan,Male,15-24,2015,786
NH,Native American/Alaskan,Male,15-24,2016,782
NH,Native American/Alaskan,Male,15-24,2017,787
NH,Native American/Alaskan,Male,15-24,2018,766
NH,Native American/Alaskan,Male,15-24,2019,750
NH,Native American/Alaskan,Male,15-24,2020,737
NH,Native American/Alaskan,Male,25-34,2010,525
NH,Native American/Alaskan,Male,25-34,2011,549
NH,Native American/Alaskan,Male,25-34,2012,573
NH,Native American/Alaskan,Male,25-34,2013,586
NH,Native American/Alaskan,Male,25-34,2014,604
NH,Native American/Alaskan,Male,25-34,2015,599
NH,Native American/Alaskan,Male,25-34,2016,621
NH,Native American/Alaskan,Male,25-34,2017,665
NH,Native American/Alaskan,Male,25-34,2018,693
NH,Native American/Alaskan,Male,25-34,2019,710
NH,Native American/Alaskan,Male,25-34,2020,723
NH,Native American/Alaskan,Male,35-54,2010,1524
NH,Native American/Alaskan,Male,35-54,2011,1489
NH,Native American/Alaskan,Male,35-54,2012,1477
NH,Native American/Alaskan,Male,35-54,2013,1451
NH,Native American/Alaskan,Male,35-54,2014,1406
NH,Native American/Alaskan,Male,35-54,2015,1386
NH,Native American/Alaskan,Male,35-54,2016,1355
NH,Native American/Alaskan,Male,35-54,2017,1325
NH,Native American/Alaskan,Male,35-54,2018,1317
NH,Native American/Alaskan,Male,35-54,2019,1298
NH,Native American/Alaskan,Male,35-54,2020,1300
NH,Native American/Alaskan,Male,55-84,2010,965
NH,Native American/Alaskan,Male,55-84,2011,1029
NH,Native American/Alaskan,Male,55-84,2012,1113
NH,Native American/Alaskan,Male,55-84,2013,1188
NH,Native American/Alaskan,Male,55-84,2014,1271
NH,Native American/Alaskan,Male,55-84,2015,1321
NH,Native American/Alaskan,Male,55-84,2016,1386
NH,Native American/Alaskan,Male,55-84,2017,1428
NH,Native American/Alaskan,Male,55-84,2018,1484
NH,Native American/Alaskan,Male,55-84,2019,1578
NH,Native American/Alaskan,Male,55-84,2020,1631
NH,Native American/Alaskan,Male,85+,2010,28
NH,Native American/Alaskan,Male,85+,2011,31
NH,Native American/Alaskan,Male,85+,2012,30
NH,Native American/Alaskan,Male,85+,2013,32
NH,Native American/Alaskan,Male,85+,2014,37
NH,Native American/Alaskan,Male,85+,2015,41
NH,Native American/Alaskan,Male,85+,2016,49
NH,Native American/Alaskan,Male,85+,2017,56
NH,Native American/Alaskan,Male,85+,2018,63
NH,Native American/Alaskan,Male,85+,2019,64
NH,Native American/Alaskan,Male,85+,2020,63
NH,Native American/Alaskan,Female,0-14,2010,999
NH,Native American/Alaskan,Female,0-14,2011,951
NH,Native American/Alaskan,Female,0-14,2012,915
NH,Native American/Alaskan,Female,0-14,2013,894
NH,Native American/Alaskan,Female,0-14,2014,878
NH,Native American/Alaskan,Female,0-14,2015,842
NH,Native American/Alaskan,Female,0-14,2016,839
NH,Native American/Alaskan,Female,0-14,2017,827
NH,Native American/Alaskan,Female,0-14,2018,816
NH,Native American/Alaskan,Female,0-14,2019,807
NH,Native American/Alaskan,Female,0-14,2020,794
NH,Native American/Alaskan,Female,15-24,2010,743
NH,Native American/Alaskan,Female,15-24,2011,769
NH,Native American/Alaskan,Female,15-24,2012,773
NH,Native American/Alaskan,Female,15-24,2013,809
NH,Native American/Alaskan,Female,15-24,2014,823
NH,Native American/Alaskan,Female,15-24,2015,820
NH,Native American/Alaskan,Female,15-24,2016,815
NH,Native American/Alaskan,Female,15-24,2017,822
NH,Native American/Alaskan,Female,15-24,2018,810
NH,Native American/Alaskan,Female,15-24,2019,792
NH,Native American/Alaskan,Female,15-24,2020,775
NH,Native American/Alaskan,Female,25-34,2010,556
NH,Native American/Alaskan,Female,25-34,2011,555
NH,Native American/Alaskan,Female,25-34,2012,562
NH,Native American/Alaskan,Female,25-34,2013,545
NH,Native American/Alaskan,Female,25-34,2014,552
NH,Native American/Alaskan,Female,25-34,2015,573
NH,Native American/Alaskan,Female,25-34,2016,594
NH,Native American/Alaskan,Female,25-34,2017,589
NH,Native American/Alaskan,Female,25-34,2018,612
NH,Native American/Alaskan,Female,25-34,2019,643
NH,Native American/Alaskan,Female,25-34,2020,648
NH,Native American/Alaskan,Female,35-54,2010,1505
NH,Native American/Alaskan,Female,35-54,2011,1472
NH,Native American/Alaskan,Female,35-54,2012,1438
NH,Native American/Alaskan,Female,35-54,2013,1397
NH,Native American/Alaskan,Female,35-54,2014,1363
NH,Native American/Alaskan,Female,35-54,2015,1343
NH,Native American/Alaskan,Female,35-54,2016,1321
NH,Native American/Alaskan,Female,35-54,2017,1297
NH,Native American/Alaskan,Female,35-54,2018,1262
NH,Native American/Alaskan,Female,35-54,2019,1229
NH,Native American/Alaskan,Female,35-54,2020,1230
NH,Native American/Alaskan,Female,55-84,2010,885
NH,Native American/Alaskan,Female,55-84,2011,951
NH,Native American/Alaskan,Female,55-84,2012,1022
NH,Native American/Alaskan,Female,55-84,2013,1077
NH,Native American/Alaskan,Female,55-84,2014,1144
NH,Native American/Alaskan,Female,55-84,2015,1197
NH,Native American/Alaskan,Female,55-84,2016,1265
NH,Native American/Alaskan,Female,55-84,2017,1327
NH,Native American/Alaskan,Female,55-84,2018,1402
NH,Native American/Alaskan,Female,55-84,2019,1457
NH,Native American/Alaskan,Female,55-84,2020,1529
NH,Native American/Alaskan,Female,85+,2010,43
NH,Native American/Alaskan,Female,85+,2011,48
NH,Native American/Alaskan,Female,85+,2012,54
NH,Native American/Alaskan,Female,85+,2013,64
NH,Native American/Alaskan,Female,85+,2014,67
NH,Native American/Alaskan,Female,85+,2015,71
NH,Native American/Alaskan,Female,85+,2016,81
NH,Native American/Alaskan,Female,85+,2017,94
NH,Native American/Alaskan,Female,85+,2018,101
NH,Native American/Alaskan,Female,85+,2019,104
NH,Native American/Alaskan,Female,85+,2020,112
NJ,African-American/Black,Male,0-14,2010,133003
NJ,African-American/Black,Male,0-14,2011,131853
NJ,African-American/Black,Male,0-14,2012,130368
NJ,African-American/Black,Male,0-14,2013,129181
NJ,African-American/Black,Male,0-14,2014,128210
NJ,African-American/Black,Male,0-14,2015,126545
NJ,African-American/Black,Male,0-14,2016,125209
NJ,African-American/Black,Male,0-14,2017,124474
NJ,African-American/Black,Male,0-14,2018,123620
NJ,African-American/Black,Male,0-14,2019,123095
NJ,African-American/Black,Male,0-14,2020,123036
NJ,African-American/Black,Male,15-24,2010,95730
NJ,African-American/Black,Male,15-24,2011,96411
NJ,African-American/Black,Male,15-24,2012,96869
NJ,African-American/Black,Male,15-24,2013,97144
NJ,African-American/Black,Male,15-24,2014,96511
NJ,African-American/Black,Male,15-24,2015,95379
NJ,African-American/Black,Male,15-24,2016,93629
NJ,African-American/Black,Male,15-24,2017,91500
NJ,African-American/Black,Male,15-24,2018,89379
NJ,African-American/Black,Male,15-24,2019,87860
NJ,African-American/Black,Male,15-24,2020,86503
NJ,African-American/Black,Male,25-34,2010,74285
NJ,African-American/Black,Male,25-34,2011,75442
NJ,African-American/Black,Male,25-34,2012,76397
NJ,African-American/Black,Male,25-34,2013,77769
NJ,African-American/Black,Male,25-34,2014,79540
NJ,African-American/Black,Male,25-34,2015,81243
NJ,African-American/Black,Male,25-34,2016,83846
NJ,African-American/Black,Male,25-34,2017,86577
NJ,African-American/Black,Male,25-34,2018,89132
NJ,African-American/Black,Male,25-34,2019,91596
NJ,African-American/Black,Male,25-34,2020,93551
NJ,African-American/Black,Male,35-54,2010,160815
NJ,African-American/Black,Male,35-54,2011,159581
NJ,African-American/Black,Male,35-54,2012,158639
NJ,African-American/Black,Male,35-54,2013,157347
NJ,African-American/Black,Male,35-54,2014,156407
NJ,African-American/Black,Male,35-54,2015,155376
NJ,African-American/Black,Male,35-54,2016,153915
NJ,African-American/Black,Male,35-54,2017,152418
NJ,African-American/Black,Male,35-54,2018,151085
NJ,African-American/Black,Male,35-54,2019,149859
NJ,African-American/Black,Male,35-54,2020,149101
NJ,African-American/Black,Male,55-84,2010,92321
NJ,African-American/Black,Male,55-84,2011,95396
NJ,African-American/Black,Male,55-84,2012,98864
NJ,African-American/Black,Male,55-84,2013,102259
NJ,African-American/Black,Male,55-84,2014,105753
NJ,African-American/Black,Male,55-84,2015,109321
NJ,African-American/Black,Male,55-84,2016,112592
NJ,African-American/Black,Male,55-84,2017,115702
NJ,African-American/Black,Male,55-84,2018,118731
NJ,African-American/Black,Male,55-84,2019,121668
NJ,African-American/Black,Male,55-84,2020,124450
NJ,African-American/Black,Male,85+,2010,3294
NJ,African-American/Black,Male,85+,2011,3409
NJ,African-American/Black,Male,85+,2012,3635
NJ,African-American/Black,Male,85+,2013,3793
NJ,African-American/Black,Male,85+,2014,3987
NJ,African-American/Black,Male,85+,2015,4243
NJ,African-American/Black,Male,85+,2016,4435
NJ,African-American/Black,Male,85+,2017,4651
NJ,African-American/Black,Male,85+,2018,4781
NJ,African-American/Black,Male,85+,2019,4948
NJ,African-American/Black,Male,85+,2020,5075
NJ,African-American/Black,Female,0-14,2010,129464
NJ,African-American/Black,Female,0-14,2011,128474
NJ,African-American/Black,Female,0-14,2012,126988
NJ,African-American/Black,Female,0-14,2013,125805
NJ,African-American/Black,Female,0-14,2014,124582
NJ,African-American/Black,Female,0-14,2015,122882
NJ,African-American/Black,Female,0-14,2016,121545
NJ,African-American/Black,Female,0-14,2017,120532
NJ,African-American/Black,Female,0-14,2018,119890
NJ,African-American/Black,Female,0-14,2019,119425
NJ,African-American/Black,Female,0-14,2020,119305
NJ,African-American/Black,Female,15-24,2010,94629
NJ,African-American/Black,Female,15-24,2011,94648
NJ,African-American/Black,Female,15-24,2012,94957
NJ,African-American/Black,Female,15-24,2013,94870
NJ,African-American/Black,Female,15-24,2014,94236
NJ,African-American/Black,Female,15-24,2015,92989
NJ,African-American/Black,Female,15-24,2016,91041
NJ,African-American/Black,Female,15-24,2017,89491
NJ,African-American/Black,Female,15-24,2018,87378
NJ,African-American/Black,Female,15-24,2019,85566
NJ,African-American/Black,Female,15-24,2020,84133
NJ,African-American/Black,Female,25-34,2010,84049
NJ,African-American/Black,Female,25-34,2011,84543
NJ,African-American/Black,Female,25-34,2012,84439
NJ,African-American/Black,Female,25-34,2013,84759
NJ,African-American/Black,Female,25-34,2014,85109
NJ,African-American/Black,Female,25-34,2015,85757
NJ,African-American/Black,Female,25-34,2016,87149
NJ,African-American/Black,Female,25-34,2017,88684
NJ,African-American/Black,Female,25-34,2018,90203
NJ,African-American/Black,Female,25-34,2019,91884
NJ,African-American/Black,Female,25-34,2020,92952
NJ,African-American/Black,Female,35-54,2010,187942
NJ,African-American/Black,Female,35-54,2011,186450
NJ,African-American/Black,Female,35-54,2012,185183
NJ,African-American/Black,Female,35-54,2013,183342
NJ,African-American/Black,Female,35-54,2014,181806
NJ,African-American/Black,Female,35-54,2015,179990
NJ,African-American/Black,Female,35-54,2016,177565
NJ,African-American/Black,Female,35-54,2017,175878
NJ,African-American/Black,Female,35-54,2018,173562
NJ,African-American/Black,Female,35-54,2019,171439
NJ,African-American/Black,Female,35-54,2020,169629
NJ,African-American/Black,Female,55-84,2010,130558
NJ,African-American/Black,Female,55-84,2011,134294
NJ,African-American/Black,Female,55-84,2012,138504
NJ,African-American/Black,Female,55-84,2013,142634
NJ,African-American/Black,Female,55-84,2014,146599
NJ,African-American/Black,Female,55-84,2015,150749
NJ,African-American/Black,Female,55-84,2016,154583
NJ,African-American/Black,Female,55-84,2017,157856
NJ,African-American/Black,Female,55-84,2018,161460
NJ,African-American/Black,Female,55-84,2019,165027
NJ,African-American/Black,Female,55-84,2020,168477
NJ,African-American/Black,Female,85+,2010,8720
NJ,African-American/Black,Female,85+,2011,9039
NJ,African-American/Black,Female,85+,2012,9312
NJ,African-American/Black,Female,85+,2013,9685
NJ,African-American/Black,Female,85+,2014,10039
NJ,African-American/Black,Female,85+,2015,10476
NJ,African-American/Black,Female,85+,2016,10862
NJ,African-American/Black,Female,85+,2017,11181
NJ,African-American/Black,Female,85+,2018,11547
NJ,African-American/Black,Female,85+,2019,11889
NJ,African-American/Black,Female,85+,2020,12226
NJ,Asian/Pacific Islander,Male,0-14,2010,88432
NJ,Asian/Pacific Islander,Male,0-14,2011,90318
NJ,Asian/Pacific Islander,Male,0-14,2012,91953
NJ,Asian/Pacific Islander,Male,0-14,2013,93440
NJ,Asian/Pacific Islander,Male,0-14,2014,94738
NJ,Asian/Pacific Islander,Male,0-14,2015,95946
NJ,Asian/Pacific Islander,Male,0-14,2016,97130
NJ,Asian/Pacific Islander,Male,0-14,2017,99160
NJ,Asian/Pacific Islander,Male,0-14,2018,99935
NJ,Asian/Pacific Islander,Male,0-14,2019,100158
NJ,Asian/Pacific Islander,Male,0-14,2020,99643
NJ,Asian/Pacific Islander,Male,15-24,2010,48298
NJ,Asian/Pacific Islander,Male,15-24,2011,48891
NJ,Asian/Pacific Islander,Male,15-24,2012,49688
NJ,Asian/Pacific Islander,Male,15-24,2013,50598
NJ,Asian/Pacific Islander,Male,15-24,2014,51508
NJ,Asian/Pacific Islander,Male,15-24,2015,52525
NJ,Asian/Pacific Islander,Male,15-24,2016,53676
NJ,Asian/Pacific Islander,Male,15-24,2017,54429
NJ,Asian/Pacific Islander,Male,15-24,2018,54585
NJ,Asian/Pacific Islander,Male,15-24,2019,55449
NJ,Asian/Pacific Islander,Male,15-24,2020,55945
NJ,Asian/Pacific Islander,Male,25-34,2010,64975
NJ,Asian/Pacific Islander,Male,25-34,2011,66208
NJ,Asian/Pacific Islander,Male,25-34,2012,66480
NJ,Asian/Pacific Islander,Male,25-34,2013,66499
NJ,Asian/Pacific Islander,Male,25-34,2014,66191
NJ,Asian/Pacific Islander,Male,25-34,2015,66748
NJ,Asian/Pacific Islander,Male,25-34,2016,67764
NJ,Asian/Pacific Islander,Male,25-34,2017,69375
NJ,Asian/Pacific Islander,Male,25-34,2018,69533
NJ,Asian/Pacific Islander,Male,25-34,2019,69343
NJ,Asian/Pacific Islander,Male,25-34,2020,68882
NJ,Asian/Pacific Islander,Male,35-54,2010,121933
NJ,Asian/Pacific Islander,Male,35-54,2011,125007
NJ,Asian/Pacific Islander,Male,35-54,2012,127579
NJ,Asian/Pacific Islander,Male,35-54,2013,129598
NJ,Asian/Pacific Islander,Male,35-54,2014,131404
NJ,Asian/Pacific Islander,Male,35-54,2015,133432
NJ,Asian/Pacific Islander,Male,35-54,2016,135756
NJ,Asian/Pacific Islander,Male,35-54,2017,139078
NJ,Asian/Pacific Islander,Male,35-54,2018,140808
NJ,Asian/Pacific Islander,Male,35-54,2019,142411
NJ,Asian/Pacific Islander,Male,35-54,2020,144033
NJ,Asian/Pacific Islander,Male,55-84,2010,63611
NJ,Asian/Pacific Islander,Male,55-84,2011,67590
NJ,Asian/Pacific Islander,Male,55-84,2012,71433
NJ,Asian/Pacific Islander,Male,55-84,2013,75199
NJ,Asian/Pacific Islander,Male,55-84,2014,78777
NJ,Asian/Pacific Islander,Male,55-84,2015,82634
NJ,Asian/Pacific Islander,Male,55-84,2016,86143
NJ,Asian/Pacific Islander,Male,55-84,2017,89499
NJ,Asian/Pacific Islander,Male,55-84,2018,93013
NJ,Asian/Pacific Islander,Male,55-84,2019,96248
NJ,Asian/Pacific Islander,Male,55-84,2020,99092
NJ,Asian/Pacific Islander,Male,85+,2010,1534
NJ,Asian/Pacific Islander,Male,85+,2011,1746
NJ,Asian/Pacific Islander,Male,85+,2012,1978
NJ,Asian/Pacific Islander,Male,85+,2013,2229
NJ,Asian/Pacific Islander,Male,85+,2014,2531
NJ,Asian/Pacific Islander,Male,85+,2015,2853
NJ,Asian/Pacific Islander,Male,85+,2016,3170
NJ,Asian/Pacific Islander,Male,85+,2017,3553
NJ,Asian/Pacific Islander,Male,85+,2018,3957
NJ,Asian/Pacific Islander,Male,85+,2019,4370
NJ,Asian/Pacific Islander,Male,85+,2020,4784
NJ,Asian/Pacific Islander,Female,0-14,2010,86745
NJ,Asian/Pacific Islander,Female,0-14,2011,88361
NJ,Asian/Pacific Islander,Female,0-14,2012,89729
NJ,Asian/Pacific Islander,Female,0-14,2013,90670
NJ,Asian/Pacific Islander,Female,0-14,2014,91803
NJ,Asian/Pacific Islander,Female,0-14,2015,92831
NJ,Asian/Pacific Islander,Female,0-14,2016,93838
NJ,Asian/Pacific Islander,Female,0-14,2017,95268
NJ,Asian/Pacific Islander,Female,0-14,2018,95634
NJ,Asian/Pacific Islander,Female,0-14,2019,95661
NJ,Asian/Pacific Islander,Female,0-14,2020,95108
NJ,Asian/Pacific Islander,Female,15-24,2010,46424
NJ,Asian/Pacific Islander,Female,15-24,2011,47352
NJ,Asian/Pacific Islander,Female,15-24,2012,48303
NJ,Asian/Pacific Islander,Female,15-24,2013,49217
NJ,Asian/Pacific Islander,Female,15-24,2014,50219
NJ,Asian/Pacific Islander,Female,15-24,2015,51616
NJ,Asian/Pacific Islander,Female,15-24,2016,52504
NJ,Asian/Pacific Islander,Female,15-24,2017,53706
NJ,Asian/Pacific Islander,Female,15-24,2018,54177
NJ,Asian/Pacific Islander,Female,15-24,2019,54875
NJ,Asian/Pacific Islander,Female,15-24,2020,55327
NJ,Asian/Pacific Islander,Female,25-34,2010,72601
NJ,Asian/Pacific Islander,Female,25-34,2011,73014
NJ,Asian/Pacific Islander,Female,25-34,2012,72659
NJ,Asian/Pacific Islander,Female,25-34,2013,72303
NJ,Asian/Pacific Islander,Female,25-34,2014,71489
NJ,Asian/Pacific Islander,Female,25-34,2015,71632
NJ,Asian/Pacific Islander,Female,25-34,2016,72009
NJ,Asian/Pacific Islander,Female,25-34,2017,72980
NJ,Asian/Pacific Islander,Female,25-34,2018,72416
NJ,Asian/Pacific Islander,Female,25-34,2019,72177
NJ,Asian/Pacific Islander,Female,25-34,2020,71539
NJ,Asian/Pacific Islander,Female,35-54,2010,129607
NJ,Asian/Pacific Islander,Female,35-54,2011,132644
NJ,Asian/Pacific Islander,Female,35-54,2012,135442
NJ,Asian/Pacific Islander,Female,35-54,2013,137614
NJ,Asian/Pacific Islander,Female,35-54,2014,140151
NJ,Asian/Pacific Islander,Female,35-54,2015,142761
NJ,Asian/Pacific Islander,Female,35-54,2016,145421
NJ,Asian/Pacific Islander,Female,35-54,2017,148443
NJ,Asian/Pacific Islander,Female,35-54,2018,150087
NJ,Asian/Pacific Islander,Female,35-54,2019,151739
NJ,Asian/Pacific Islander,Female,35-54,2020,153480
NJ,Asian/Pacific Islander,Female,55-84,2010,71107
NJ,Asian/Pacific Islander,Female,55-84,2011,75689
NJ,Asian/Pacific Islander,Female,55-84,2012,80050
NJ,Asian/Pacific Islander,Female,55-84,2013,84521
NJ,Asian/Pacific Islander,Female,55-84,2014,88697
NJ,Asian/Pacific Islander,Female,55-84,2015,93179
